"site","school","id","wave","male","math","sci"
5,307,5169,4,0,68.6,65.4
5,307,5196,1,1,45.51,47.84
5,307,5196,2,1,55.36,43.54
5,307,5196,3,1,60.6,52.21
5,307,5196,4,1,55.58,54.31
5,307,5458,4,1,NA,51.61
5,307,5458,1,1,44.4,59.02
5,307,5458,2,1,48.13,66.28
5,307,5458,3,1,57.65,58.4
5,307,5659,1,1,43.82,39.52
5,307,5659,2,1,53.63,53.03
5,307,5659,3,1,56.46,52.92
5,307,5659,4,1,55.39,54.3
5,307,5701,1,0,68.09,64.7
5,307,5701,2,0,75.28,67.19
5,307,5701,3,0,80.23,69.22
5,307,5701,4,0,80.5,66.2
5,307,5703,1,0,62.91,48.74
5,307,5703,2,0,65.04,56.13
5,307,5703,3,0,67.58,56.08
5,307,5703,4,0,65.75,58.09
5,307,5737,1,0,61.62,59.48
5,307,5737,2,0,66.08,65.58
5,307,5737,3,0,69.94,64.9
5,307,5737,4,0,66.27,61.81
5,307,5757,1,0,55.71,49.43
5,307,5757,2,0,51.26,NA
5,307,5757,3,0,45.83,49.4
5,307,5757,4,0,61.17,51.5
5,307,5846,1,1,57.24,59.35
5,307,5846,2,1,64.1,57.19
5,307,5846,3,1,70.04,50.63
5,307,5846,4,1,68.47,NA
5,307,5958,1,0,67.1,60.87
5,307,5958,2,0,70.12,69.96
5,307,5958,3,0,77.11,66.62
5,307,5958,4,0,71.3,71.85
5,307,6805,1,0,43.54,41.6
5,307,6805,2,0,48.06,47.87
5,307,6805,3,0,46.38,45.02
5,307,6805,4,0,44.67,49.82
5,307,6874,2,1,65.1,59.6
5,307,6874,3,1,68.83,NA
5,307,6874,4,1,64.11,57.82
5,307,6874,1,1,NA,54.03
3,308,1064,2,0,42.63,40.69
3,308,1064,3,0,37.07,33.07
3,308,1064,4,0,45.05,36.77
3,308,1064,1,0,39.4,44.65
3,308,1447,1,1,51.23,42.09
3,308,1447,2,1,38.59,46.96
3,308,1447,3,1,39.5,44.78
3,308,1447,4,1,32.18,NA
3,308,1937,1,0,54.77,58.4
3,308,1937,2,0,55.97,59.55
3,308,1937,3,0,64.18,61.63
3,308,1937,4,0,64.62,65.33
3,308,2200,1,0,29.84,43
3,308,2200,2,0,32.75,31.12
3,308,2200,3,0,39.61,28.76
3,308,2200,4,0,28.02,31.68
3,308,2718,1,0,52.63,56.53
3,308,2718,2,0,52.56,57.69
3,308,2718,3,0,50.8,52.88
3,308,2718,4,0,45.98,NA
3,308,2970,4,1,62.32,52.34
3,308,2970,1,1,45.11,60.71
3,308,2970,2,1,55.89,59.8
3,308,2970,3,1,57.55,52.21
3,308,3475,2,1,60.56,64.18
3,308,3475,3,1,56.98,62.57
3,308,3475,4,1,62.74,61.77
3,308,3475,1,1,59.72,60.65
3,308,3775,4,1,46.81,56.48
3,308,3775,1,1,50.87,41.92
3,308,3775,2,1,49.32,43.78
3,308,3775,3,1,56.08,52.98
3,308,4325,1,0,46.41,NA
3,308,4325,2,0,51.57,42.46
3,308,4325,3,0,56.14,42.58
3,308,4325,4,0,50.44,44.32
3,308,4408,3,0,77.72,76.85
3,308,4408,4,0,84.31,NA
3,308,4408,1,0,71.95,70.65
3,308,4408,2,0,76.49,75
3,308,4558,1,0,37.55,38.75
3,308,4558,2,0,39.28,34.8
3,308,4558,3,0,42.14,38.63
3,308,4558,4,0,48.89,NA
3,308,4604,1,1,52.03,61.84
3,308,4604,2,1,65.38,64.43
3,308,4604,3,1,66.05,61.33
3,308,4604,4,1,64.54,NA
3,308,5409,1,0,72.83,65.72
3,308,5409,2,0,76.44,71
3,308,5409,4,0,91.8,82.26
3,308,5409,3,0,83.11,72.94
3,308,5781,1,0,47.48,58.2
3,308,5781,2,0,60.1,NA
3,308,5781,3,0,NA,54.14
3,308,5781,4,0,56.83,NA
3,308,6394,1,1,63.51,64.95
3,308,6394,2,1,71.37,63.57
3,308,6394,3,1,74.79,62.92
3,308,6394,4,1,69.87,67.23
3,308,6683,1,0,67.86,55.15
3,308,6683,2,0,71.62,58.78
3,308,6683,3,0,73.46,64.37
3,308,6683,4,0,75.61,66.03
1,309,1305,1,1,67.09,66.95
1,309,1305,2,1,64.31,63.89
1,309,1305,3,1,65.76,NA
1,309,1305,4,1,NA,NA
1,309,1342,1,0,61.48,73.7
1,309,1342,2,0,79.39,77.99
1,309,1342,3,0,80.79,79.08
1,309,1342,4,0,NA,NA
1,309,1493,1,1,73.64,77.85
1,309,1493,2,1,79.25,80.35
1,309,1493,3,1,82.08,82.39
1,309,1493,4,1,90.15,76.81
1,309,1495,1,1,66,62.08
1,309,1495,2,1,76.23,68.35
1,309,1495,3,1,75.57,66.08
1,309,1495,4,1,75.71,77.4
1,309,1873,1,0,74.33,66.25
1,309,1873,2,0,77.86,73.95
1,309,1873,3,0,83.41,76.6
1,309,1873,4,0,NA,NA
1,309,1902,1,0,66.85,60.46
1,309,1902,2,0,NA,NA
1,309,1902,3,0,NA,NA
1,309,1902,4,0,72.18,57.45
1,309,2089,1,1,51.5,42.64
1,309,2089,2,1,NA,34.7
1,309,2089,3,1,NA,NA
1,309,2089,4,1,NA,NA
1,309,2188,1,0,43.89,39.76
1,309,2188,2,0,NA,30.85
1,309,2188,3,0,77.32,39.18
1,309,2188,4,0,NA,NA
1,309,2312,1,0,NA,38.74
1,309,2312,2,0,NA,34.37
1,309,2312,3,0,NA,NA
1,309,2312,4,0,NA,NA
1,309,2335,1,1,61.99,70.58
1,309,2335,2,1,67.74,64.6
1,309,2335,3,1,60.38,67.16
1,309,2335,4,1,NA,NA
1,309,2381,1,1,55.39,61.78
1,309,2381,2,1,66.72,63.89
1,309,2381,3,1,69.23,65.52
1,309,2381,4,1,NA,NA
1,309,2524,1,0,60.74,56.16
1,309,2524,2,0,66.92,NA
1,309,2524,3,0,67.87,61.84
1,309,2524,4,0,69.64,66.48
1,309,2545,1,1,59.99,57.68
1,309,2545,2,1,64.26,64.08
1,309,2545,3,1,NA,67.43
1,309,2545,4,1,NA,75.65
1,309,2638,1,0,63.68,70.91
1,309,2638,2,0,74.5,NA
1,309,2638,3,0,74.37,77.77
1,309,2638,4,0,NA,77.45
1,309,2683,1,1,56.6,55.65
1,309,2683,2,1,64.96,NA
1,309,2683,3,1,NA,48.37
1,309,2683,4,1,NA,53.57
1,309,2909,1,1,NA,53.08
1,309,2909,2,1,NA,NA
1,309,2909,3,1,NA,NA
1,309,2909,4,1,NA,NA
1,309,3024,1,1,44.67,59.73
1,309,3024,2,1,NA,55.06
1,309,3024,3,1,NA,NA
1,309,3024,4,1,NA,NA
1,309,3149,1,0,63.85,68.76
1,309,3149,2,0,74.12,NA
1,309,3149,3,0,72.2,73.92
1,309,3149,4,0,77.58,81.96
1,309,3154,1,0,68.97,52.91
1,309,3154,2,0,63.32,83.4
1,309,3154,3,0,71.09,NA
1,309,3154,4,0,NA,NA
1,309,3251,1,0,68.88,74.3
1,309,3251,2,0,75.89,79.06
1,309,3251,3,0,77.47,78.46
1,309,3251,4,0,85.38,83.63
1,309,3257,1,1,74.03,72.59
1,309,3257,2,1,81.24,NA
1,309,3257,3,1,83.44,65.57
1,309,3257,4,1,NA,NA
1,309,3388,1,0,61.38,62.39
1,309,3388,2,0,70.21,64.62
1,309,3388,3,0,76.55,71.39
1,309,3388,4,0,NA,NA
1,309,3452,1,0,42.75,50.61
1,309,3452,2,0,40.79,NA
1,309,3452,3,0,NA,NA
1,309,3452,4,0,NA,NA
1,309,3564,1,0,NA,66.03
1,309,3564,2,0,NA,NA
1,309,3564,3,0,74.58,74.99
1,309,3564,4,0,NA,NA
1,309,3576,1,1,NA,65.61
1,309,3576,2,1,NA,NA
1,309,3576,3,1,NA,56.49
1,309,3576,4,1,NA,NA
1,309,3579,1,1,62.45,69.48
1,309,3579,2,1,77.73,74.27
1,309,3579,3,1,81.48,77.03
1,309,3579,4,1,NA,NA
1,309,3717,1,1,48.6,49.74
1,309,3717,2,1,65.56,NA
1,309,3717,3,1,73.22,72.77
1,309,3717,4,1,NA,NA
1,309,3912,1,1,NA,NA
1,309,3912,2,1,NA,NA
1,309,3912,3,1,NA,NA
1,309,3912,4,1,NA,NA
1,309,4083,1,0,55.27,56.38
1,309,4083,2,0,55.33,60.01
1,309,4083,3,0,59.93,61.37
1,309,4083,4,0,NA,59.4
1,309,4099,1,1,NA,NA
1,309,4099,2,1,NA,NA
1,309,4099,3,1,NA,NA
1,309,4099,4,1,NA,NA
1,309,4211,1,1,77.94,79.04
1,309,4211,2,1,82.11,NA
1,309,4211,3,1,89.33,86.89
1,309,4211,4,1,92.09,86.08
1,309,4249,1,1,65.11,77.01
1,309,4249,2,1,69.72,75.2
1,309,4249,3,1,84.65,82.16
1,309,4249,4,1,78.49,NA
1,309,4250,1,1,66.75,78.58
1,309,4250,2,1,NA,NA
1,309,4250,3,1,NA,NA
1,309,4250,4,1,NA,84.32
1,309,4292,1,0,67.87,59.34
1,309,4292,2,0,61.64,NA
1,309,4292,3,0,68.41,71.26
1,309,4292,4,0,NA,72.24
1,309,4373,1,0,70.02,64.56
1,309,4373,2,0,74.05,70.4
1,309,4373,3,0,73.06,64.87
1,309,4373,4,0,68.53,65.08
1,309,4390,1,0,63.36,64.46
1,309,4390,2,0,73.02,68.54
1,309,4390,3,0,77.6,68.41
1,309,4390,4,0,76.45,74.34
1,309,4464,1,1,65.66,74
1,309,4464,2,1,73.72,76.32
1,309,4464,3,1,76.48,84.32
1,309,4464,4,1,NA,83.91
1,309,4584,1,0,60.35,67.39
1,309,4584,2,0,60.47,66.56
1,309,4584,3,0,66.43,68.66
1,309,4584,4,0,NA,NA
1,309,4676,1,0,52.27,52.65
1,309,4676,2,0,62.42,60.3
1,309,4676,3,0,65.82,65.7
1,309,4676,4,0,65.26,70.61
1,309,4773,1,1,51.45,41.86
1,309,4773,2,1,53.08,48.59
1,309,4773,3,1,NA,NA
1,309,4773,4,1,NA,NA
1,309,4831,1,1,74.4,68.55
1,309,4831,2,1,73.07,69.48
1,309,4831,3,1,NA,75.28
1,309,4831,4,1,NA,NA
1,309,4921,1,1,58.45,56.16
1,309,4921,2,1,NA,NA
1,309,4921,3,1,62.4,NA
1,309,4921,4,1,NA,NA
1,309,4926,1,0,64.6,58.47
1,309,4926,2,0,66.85,66.84
1,309,4926,3,0,76.43,71.08
1,309,4926,4,0,81.86,73.15
1,309,4957,1,0,63.63,63.18
1,309,4957,2,0,NA,NA
1,309,4957,3,0,NA,NA
1,309,4957,4,0,NA,NA
1,309,4976,1,1,50.22,64.59
1,309,4976,2,1,46.67,NA
1,309,4976,3,1,47.88,NA
1,309,4976,4,1,57.61,NA
1,309,4980,1,1,72,74.1
1,309,4980,2,1,74.99,NA
1,309,4980,3,1,80.81,82.41
1,309,4980,4,1,NA,NA
1,309,5015,1,1,36.55,55.92
1,309,5015,2,1,36.02,NA
1,309,5015,3,1,NA,NA
1,309,5015,4,1,NA,NA
1,309,5064,1,1,72.58,74.23
1,309,5064,2,1,73.96,74.88
1,309,5064,3,1,77.19,74.94
1,309,5064,4,1,81.6,79.86
1,309,5120,1,0,42.5,57.84
1,309,5120,2,0,34.87,53.27
1,309,5120,3,0,NA,NA
1,309,5120,4,0,NA,NA
1,309,5241,1,0,74.26,74.72
1,309,5241,2,0,81.42,77.87
1,309,5241,3,0,80.86,76.88
1,309,5241,4,0,79.09,72.96
1,309,5356,1,0,75.19,74.42
1,309,5356,2,0,83.51,77.05
1,309,5356,3,0,86.5,83.5
1,309,5356,4,0,NA,NA
1,309,5357,1,0,63.11,70.07
1,309,5357,2,0,NA,NA
1,309,5357,3,0,59.08,65.87
1,309,5357,4,0,NA,69.35
1,309,5406,1,1,59.23,62.5
1,309,5406,2,1,75.31,67.64
1,309,5406,3,1,81.59,71.92
1,309,5406,4,1,NA,NA
1,309,5414,1,1,73.68,78.09
1,309,5414,2,1,NA,NA
1,309,5414,3,1,83.44,82.53
1,309,5414,4,1,NA,NA
1,309,5470,1,0,72.19,66.86
1,309,5470,2,0,73.81,70.81
1,309,5470,3,0,78.28,76.03
1,309,5470,4,0,NA,NA
1,309,5497,1,1,55.39,67.44
1,309,5497,2,1,76.35,59.47
1,309,5497,3,1,75.55,NA
1,309,5497,4,1,90.15,54.71
1,309,5634,1,1,53.25,65.93
1,309,5634,2,1,NA,NA
1,309,5634,3,1,NA,NA
1,309,5634,4,1,NA,NA
1,309,5777,1,0,55.98,62.09
1,309,5777,2,0,NA,NA
1,309,5777,3,0,66.07,47.06
1,309,5777,4,0,NA,NA
1,309,5837,1,1,NA,60.03
1,309,5837,2,1,NA,NA
1,309,5837,3,1,76.88,74.23
1,309,5837,4,1,NA,NA
1,309,5911,1,0,60.04,51.7
1,309,5911,2,0,53.6,NA
1,309,5911,3,0,NA,NA
1,309,5911,4,0,NA,NA
1,309,5921,1,0,70.09,68.04
1,309,5921,2,0,76.89,67.34
1,309,5921,3,0,77.3,76.52
1,309,5921,4,0,NA,84.06
1,309,5939,1,0,66,61.29
1,309,5939,2,0,NA,71.27
1,309,5939,3,0,76.26,79.31
1,309,5939,4,0,80.92,75.06
1,309,6102,1,0,61.58,64.4
1,309,6102,2,0,70.17,67.52
1,309,6102,3,0,69.11,68
1,309,6102,4,0,NA,65
1,309,6208,1,1,67.07,66.89
1,309,6208,2,1,68.06,77.03
1,309,6208,3,1,79.63,73.32
1,309,6208,4,1,NA,NA
1,309,6232,1,1,65.87,67.84
1,309,6232,2,1,78.72,75.1
1,309,6232,3,1,87.4,77.42
1,309,6232,4,1,92.08,86.43
1,309,6259,1,0,70.01,64.55
1,309,6259,2,0,74.47,70.62
1,309,6259,3,0,72.14,73.71
1,309,6259,4,0,73.34,74.51
1,309,6269,1,1,61.88,72.54
1,309,6269,2,1,NA,NA
1,309,6269,3,1,NA,NA
1,309,6269,4,1,NA,NA
1,309,6356,1,1,60.02,61.21
1,309,6356,2,1,72.65,70.92
1,309,6356,3,1,NA,73.42
1,309,6356,4,1,NA,NA
1,309,6493,1,1,55.8,56.05
1,309,6493,2,1,NA,NA
1,309,6493,3,1,NA,NA
1,309,6493,4,1,NA,NA
1,309,6667,2,1,32.45,NA
1,309,6667,3,1,NA,NA
1,309,6667,4,1,NA,NA
1,309,6667,1,1,34.56,41.25
1,309,6725,1,0,63.56,60.26
1,309,6725,2,0,60.41,54.85
1,309,6725,3,0,73.4,70.32
1,309,6725,4,0,NA,NA
1,309,6813,2,1,NA,NA
1,309,6813,3,1,64.39,NA
1,309,6813,4,1,NA,NA
1,309,6813,1,1,NA,55.66
1,309,6866,1,0,58.91,67.31
1,309,6866,2,0,NA,63.75
1,309,6866,3,0,68.94,NA
1,309,6866,4,0,NA,NA
